"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"1983M09","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.3",""
"1983M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
"1983M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5","p"
"1983M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"1983M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"1983M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"1983M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"1983M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"1983M09","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M09","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"1983M09","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.7",""
"1983M10","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"1983M10","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","14.5",""
"1983M10","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"1983M10","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6","p"
"1983M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.3",""
"1983M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"1983M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"1983M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"1983M10","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.8",""
"1983M10","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M10","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"1983M10","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.6",""
"1983M11","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M11","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M11","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
"1983M11","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"1983M11","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total",":",""
